"lhs" "op" "rhs" "est.std" "se" "z" "pvalue" "ci.lower" "ci.upper"
"30" "FD9" "~~" "FD9" 0.282488069357688 0.031697031300472 8.91213018278725 0 0.220363029591924 0.344613109123452
"31" "FD13" "~~" "FD13" 0.872522793960458 0.0243467435943376 35.8373509204485 0 0.824804053374725 0.920241534546191
"32" "FD17" "~~" "FD17" 0.878716572129631 0.0238948408027508 36.774322096696 0 0.831883544739921 0.925549599519341
"33" "SD2" "~~" "SD2" 0.701009599851528 0.035353725625137 19.8284505368538 0 0.631717570906949 0.770301628796108
"34" "SD6" "~~" "SD6" 0.955104173983318 0.016920220824999 56.4475005297912 0 0.921941150555855 0.988267197410781
"35" "SD10" "~~" "SD10" 0.58824256950388 0.03804550593876 15.4615520280042 0 0.513674748090306 0.662810390917454
"36" "SD14" "~~" "SD14" 0.863963016989436 0.0273356793001731 31.605690405651 0 0.810386070068159 0.917539963910712
"37" "SD18" "~~" "SD18" 0.914860092590035 0.0225533847984122 40.5642035892741 0 0.870656270655674 0.959063914524396
"38" "SD22" "~~" "SD22" 0.678958336352681 0.0359835649599574 18.8685678339049 0 0.608431844995807 0.749484827709555
"39" "SD24" "~~" "SD24" 0.693966335662109 0.0355622458944284 19.5141312987444 0 0.624265614499672 0.763667056824546
"40" "UP3" "~~" "UP3" 0.866234664540622 0.0249811024154963 34.6755979833492 0 0.817272603512143 0.915196725569101
"41" "UP7" "~~" "UP7" 0.50054670424786 0.0314365666995986 15.9224354564855 0 0.438932165719056 0.562161242776665
"42" "UP11" "~~" "UP11" 0.500004683144071 0.0314309871624356 15.9080171602642 0 0.438401080307156 0.561608285980986
"43" "UP15" "~~" "UP15" 0.568086709567711 0.0319379014672817 17.7872271961788 0 0.50548957295005 0.630683846185372
"44" "UP19" "~~" "UP19" 0.578868205120008 0.0319757644951375 18.1033421486462 0 0.516196858331404 0.641539551908613
"45" "UP20" "~~" "UP20" 0.898540061953873 0.0224587579828863 40.0084484920567 0 0.854521705169914 0.942558418737832
"46" "UP25" "~~" "UP25" 0.837290739658974 0.0267574075849187 31.2919230684701 0 0.784847184472875 0.889734294845074
"47" "UP27" "~~" "UP27" 0.50617374361687 0.0314932378322277 16.0724580404651 0 0.444448131709149 0.56789935552459
"48" "FW4" "~~" "FW4" 0.888388020295898 0.0261072406355935 34.0284150552742 0 0.837218768914414 0.939557271677382
"49" "FW8" "~~" "FW8" 0.617874592715193 0.0403038239445909 15.3304210926645 0 0.538880549344552 0.696868636085834
"50" "FW12" "~~" "FW12" 0.901539643990676 0.0247642973014716 36.4048142782192 0 0.85300251317735 0.950076774804003
"51" "FW16" "~~" "FW16" 0.66250983970036 0.0387849943772032 17.0816020561232 0 0.586492647580454 0.738527031820267
"52" "FW21" "~~" "FW21" 0.806194657103642 0.0323573160768552 24.9153747853736 0 0.742775482956627 0.869613831250657
"53" "FW23" "~~" "FW23" 0.698980518421058 0.0374391081414568 18.66979618692 0 0.625601214850502 0.772359821991613
"54" "FW26" "~~" "FW26" 0.85133231658995 0.0293052296053585 29.0505253858951 0 0.793895122004771 0.90876951117513
"55" "FD" "~~" "FD" 1 0 NA NA 1 1
"56" "SD" "~~" "SD" 1 0 NA NA 1 1
"57" "UP" "~~" "UP" 1 0 NA NA 1 1
"58" "FW" "~~" "FW" 1 0 NA NA 1 1
"59" "FD" "~~" "SD" 0.548225799483423 0.0362813526293905 15.1104013426258 0 0.47711565501942 0.619335943947426
"60" "FD" "~~" "UP" 0.179116930959346 0.0412713140791705 4.33998613699936 1.4249170503744e-05 0.0982266417695313 0.260007220149161
"61" "FD" "~~" "FW" 0.176683254870894 0.0455280621861061 3.88075499784422 0.000104132700955217 0.087449892700226 0.265916617041562
"62" "SD" "~~" "UP" 0.224164314871289 0.0446548975393018 5.01992675437216 5.1691185798397e-07 0.136642323960931 0.311686305781647
"63" "SD" "~~" "FW" 0.114292372205943 0.0504978371815664 2.26331222454146 0.0236164492478965 0.0153184300329056 0.213266314378981
"64" "UP" "~~" "FW" 0.187986145402238 0.045563209336178 4.12583196269656 3.69396921040543e-05 0.0986838960832697 0.277288394721206
