"lhs" "op" "rhs" "est.std" "se" "z" "pvalue" "ci.lower" "ci.upper"
"29" "FD5" "~~" "FD5" 0.532008501955233 0.0335585198428955 15.8531575422824 0 0.466235011688685 0.597781992221781
"30" "FD9" "~~" "FD9" 0.458301240913516 0.0340578224666414 13.4565632128245 0 0.391549135487039 0.525053346339992
"31" "FD13" "~~" "FD13" 0.65502349631799 0.0322631715306037 20.302514143616 0 0.591788842090968 0.718258150545011
"32" "FD17" "~~" "FD17" 0.791240151452603 0.028638231234407 27.6288065759444 0 0.735110249652235 0.84737005325297
"33" "SD2" "~~" "SD2" 0.60686646356648 0.0402823750876432 15.065309884189 0 0.527914459182966 0.685818467949995
"34" "SD6" "~~" "SD6" 0.965166037226952 0.014749620929148 65.4366672786555 0 0.936257311420204 0.9940747630337
"35" "SD10" "~~" "SD10" 0.628032423993016 0.0394372929727457 15.924836028351 0 0.550736750118679 0.705328097867352
"36" "SD14" "~~" "SD14" 0.887576473179532 0.0250822924268953 35.386577035032 0 0.838416083373116 0.936736862985949
"37" "SD18" "~~" "SD18" 0.933964810092707 0.019863512325394 47.0191170017149 0 0.895033041328468 0.972896578856947
"38" "SD22" "~~" "SD22" 0.813565963119072 0.0306985872997141 26.5017394831927 0 0.753397837635373 0.87373408860277
"39" "SD24" "~~" "SD24" 0.786465992652277 0.0322777865008195 24.3655491256289 0 0.723202693609997 0.849729291694556
"40" "UP3" "~~" "UP3" 0.784607664374486 0.0292120233469007 26.8590660447261 0 0.727353150699018 0.841862178049955
"41" "UP7" "~~" "UP7" 0.861384894560031 0.0251375925970903 34.2668014541591 0 0.812116118411693 0.910653670708368
"42" "UP11" "~~" "UP11" 0.565543506531673 0.0338569422724791 16.7039156099864 0 0.499185119050962 0.631901894012383
"43" "UP15" "~~" "UP15" 0.843299951392232 0.0262954123058529 32.0702311712575 0 0.791761890314129 0.894838012470335
"44" "UP19" "~~" "UP19" 0.507706915077333 0.0343412765691493 14.784159641096 0 0.440399249818672 0.575014580335995
"45" "UP20" "~~" "UP20" 0.80390599135452 0.0283754078197334 28.331081493583 0 0.748291213981207 0.859520768727834
"46" "UP25" "~~" "UP25" 0.669524737368853 0.032464213287581 20.6234702636388 0 0.605896048538768 0.733153426198939
"47" "UP27" "~~" "UP27" 0.91959929723522 0.020152481468321 45.6320626658705 0 0.8801011593582 0.95909743511224
"48" "FW4" "~~" "FW4" 0.742823746801552 0.0320296975206142 23.1917190701996 0 0.680046693225437 0.805600800377668
"49" "FW8" "~~" "FW8" 0.735175559399566 0.0322964089238595 22.7633840385406 0 0.671875761078823 0.798475357720308
"50" "FW12" "~~" "FW12" 0.784366243491991 0.0303659620024692 25.8304427644417 0 0.72485005161124 0.843882435372742
"51" "FW16" "~~" "FW16" 0.633651445747172 0.0350210208828258 18.0934601497557 0 0.565011506115008 0.702291385379336
"52" "FW21" "~~" "FW21" 0.668640433077648 0.034221993622673 19.5383249862643 0 0.60156655809805 0.735714308057247
"53" "FW23" "~~" "FW23" 0.684132303084656 0.0338279071629316 20.2239027022731 0 0.617830823372945 0.750433782796366
"54" "FW26" "~~" "FW26" 0.887512528919165 0.0239003442517318 37.1338805655428 0 0.840668714967662 0.934356342870668
"55" "FD" "~~" "FD" 1 0 NA NA 1 1
"56" "SD" "~~" "SD" 1 0 NA NA 1 1
"57" "UP" "~~" "UP" 1 0 NA NA 1 1
"58" "FW" "~~" "FW" 1 0 NA NA 1 1
"59" "FD" "~~" "SD" 0.313339785471128 0.0435597386179821 7.19333484112728 6.32383034826489e-13 0.227964266603905 0.398715304338351
"60" "FD" "~~" "UP" 0.249159536421686 0.0415028562367539 6.00343106508986 1.93190818897904e-09 0.167815432942105 0.330503639901267
"61" "FD" "~~" "FW" -0.0753924098027546 0.0443341603044913 -1.70054895107863 0.0890277170027816 -0.162285767284383 0.0115009476788736
"62" "SD" "~~" "UP" 0.143892549784336 0.0461654653970163 3.11688723479512 0.0018277146881891 0.053409900276654 0.234375199292018
"63" "SD" "~~" "FW" 0.0897691995786574 0.0476824548277228 1.88264635080124 0.0597483104700518 -0.00368669457813735 0.183225093735452
"64" "UP" "~~" "FW" 0.106755461162898 0.0444023928282755 2.40427270610777 0.0162046797927768 0.0197283703920787 0.193782551933718
