"FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26" "FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26"
"SD6" "-0.0064440199652488" "0.437982357591036" "-0.0386663296604145" "0.113235374574608" "0.00316872675674139" "0.0234547967394036" "0.023047576602536" "0.00539652119863396" "-0.0711159689762335" "0.10766550508689" "1" "0.101024460388579" "0.138108126907282" "0.134538250226951" "0.0850209765499798" "0.0402227233764787" "0.0140623911124053" "-0.0763332064310534" "0.0327775483978174" "-0.0443894076450543" "-0.0154923785230843" "-0.0507017711212932" "0.0704028638202928" "-0.0952866887005621" "0.102405381145288" "0.0684013130182853" "0.103614777792683" "0.0627947550039565" "0.0942780134599327" "0.0164344124246615" "0.0274549795041168" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD10" "0.216489499353107" "0.583040143749747" "-0.0328211942986868" "-0.0283290370937296" "0.137243168123435" "0.19849128619069" "0.204423555366804" "0.147114607927797" "0.0788629809632318" "0.484204694845042" "0.101024460388579" "1" "0.125048157955709" "0.12316851701285" "0.173944522964784" "0.244496471834863" "0.04940073506821" "-0.0977932977265029" "-0.0271978644772752" "-0.0557525888820612" "-0.0174722042821285" "0.0932356573180275" "0.0515173875464019" "-0.127232478111553" "-0.0022670258263376" "0.0487983827469622" "-0.0783793581161699" "0.00353708604301409" "-0.0612890490944412" "0.040530941488337" "-0.0618582234873145" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD14" "-0.0161425555410791" "0.535594290676653" "0.135944207479295" "0.16388065037159" "-0.00218781773194756" "-0.0186552771759899" "-0.0218833353848001" "0.0575074178898233" "-0.0679428800786747" "0.189612450613348" "0.138108126907282" "0.125048157955709" "1" "0.12118709300505" "0.269673041103703" "0.187868043617378" "0.14736615226886" "0.0250746320451673" "0.100611783458165" "0.0457974495840354" "0.10777194853947" "0.0596258754630232" "0.0896139779987139" "0.0477310046969268" "0.0771418173901969" "0.170790860179283" "0.102235232971209" "0.0655492530685254" "0.0298974569830584" "0.126944296158915" "0.1298318479387" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD18" "0.123386674670014" "0.471223286859504" "0.0917717251951808" "0.15188312538927" "0.0780494964617065" "0.0727149737876659" "0.0928728256949546" "0.0697138271491801" "0.11606895315585" "0.109451431465112" "0.134538250226951" "0.12316851701285" "0.12118709300505" "1" "0.167347388791656" "0.108666078232172" "0.0586705534607084" "0.0184561860752332" "0.114763014136154" "0.00351512009596405" "0.14012442077004" "0.114797611963496" "0.0479771503995165" "-0.0730809471583241" "0.0763950182327261" "0.0988488197906967" "0.13637297337616" "0.089148014355684" "0.0666285559192121" "0.103633428210234" "0.075605578682161" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD22" "0.0842928208507699" "0.587753924691124" "0.0898473998473565" "0.100957184991938" "0.100389735249161" "0.0435846398472971" "0.0536583172133415" "0.0674142232352212" "0.0313930272010157" "0.2029096356865" "0.0850209765499798" "0.173944522964784" "0.269673041103703" "0.167347388791656" "1" "0.363181758826934" "0.111007569304726" "0.0202386154683532" "0.021531542372435" "0.0371055788511961" "0.0390469650028918" "0.137562970870203" "0.0690856859197103" "-0.0145557777351275" "0.0638355783619919" "0.102526105262764" "0.0389644398278616" "0.0463858274894168" "0.0321114482384704" "0.0923884297311463" "0.056436652742814" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD24" "0.118362114695298" "0.569503851671544" "0.115304752070379" "0.0437423959835556" "0.110052922516551" "0.105369528621677" "0.0852954256693688" "0.0673683628118105" "0.0497867541656431" "0.237953743643247" "0.0402227233764787" "0.244496471834863" "0.187868043617378" "0.108666078232172" "0.363181758826934" "1" "0.0910184066807718" "0.0325469306630688" "0.0113785455577357" "0.063871591213835" "0.0267064953354672" "0.15286855804457" "0.149911727025449" "0.0249439080215365" "0.0291522121525011" "-0.00381879789949404" "-0.0361162535973719" "0.038667856304863" "0.051256534154624" "0.0662186527374762" "0.038273874048834" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP3" "0.11151978529534" "0.161209823161026" "0.559583890957612" "-0.0286831864470989" "0.142246643391172" "0.0459641903119378" "0.0312263586788066" "0.11917448482684" "0.0514890993870085" "0.141923581771327" "0.0140623911124053" "0.04940073506821" "0.14736615226886" "0.0586705534607084" "0.111007569304726" "0.0910184066807718" "1" "0.132005598483872" "0.296175194553571" "0.0948647032932631" "0.300490155792378" "0.305279258944294" "0.357126658852969" "0.0491057711903062" "-0.100144078314017" "-0.0171453139077519" "-0.0199429437085094" "-0.00540893024352046" "-0.0216136133063641" "0.0157563491517584" "0.029663449306049" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP7" "0.0475842222868546" "-0.0119517325096036" "0.554201175226087" "0.109027029209373" "0.0109744065486573" "0.0169559380003992" "0.017147714219711" "0.0793379405485331" "0.0404209583272591" "0.0318941472248444" "-0.0763332064310534" "-0.0977932977265029" "0.0250746320451673" "0.0184561860752332" "0.0202386154683532" "0.0325469306630688" "0.132005598483872" "1" "0.209625139047061" "0.195161959381227" "0.293839034231118" "0.130204703454359" "0.151099260360551" "0.351993909817761" "0.0250410223398671" "0.0841884259478953" "0.0606808095754989" "0.11350180647033" "0.053282499985432" "0.0956395590124131" "0.0336108219333514" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP11" "0.175916657851827" "0.0737697479791931" "0.672043401268128" "0.0385323129930745" "0.15777310149213" "0.0532609015592734" "0.09205656037444" "0.201914995664978" "0.108236252493782" "0.0199727930704933" "0.0327775483978174" "-0.0271978644772752" "0.100611783458165" "0.114763014136154" "0.021531542372435" "0.0113785455577357" "0.296175194553571" "0.209625139047061" "1" "0.276532013058529" "0.479221626009966" "0.286949782279575" "0.385813487747754" "0.15620638895612" "-0.0142949470538048" "0.013681386128543" "0.053487980926957" "0.0199057636412025" "0.0036253954782141" "0.0310109585747244" "0.0571107679828788" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP15" "0.173673529649406" "0.00193125372050383" "0.497834788307566" "0.160536025263964" "0.0946502924523103" "0.0838106575840023" "0.136267572358517" "0.158325971713608" "0.132680536054188" "-0.040897283909207" "-0.0443894076450543" "-0.0557525888820612" "0.0457974495840354" "0.00351512009596405" "0.0371055788511961" "0.063871591213835" "0.0948647032932631" "0.195161959381227" "0.276532013058529" "1" "0.324979978081849" "0.0886392716596005" "0.173090066900325" "0.166283848266859" "0.0649156578528346" "0.0311439274850794" "0.147605065231841" "0.127853890289827" "0.15066821673623" "0.0639806654386668" "0.0864734184679408" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP19" "0.13515371299582" "0.0741054801282224" "0.71585678423223" "0.0907527437396732" "0.0890237210160899" "0.0810316073051544" "0.0777799122478074" "0.137588533754799" "0.0871931526956273" "-0.00194635257867926" "-0.0154923785230843" "-0.0174722042821285" "0.10777194853947" "0.14012442077004" "0.0390469650028918" "0.0267064953354672" "0.300490155792378" "0.293839034231118" "0.479221626009966" "0.324979978081849" "1" "0.270080046062946" "0.369921428188016" "0.253537227155394" "-0.00423483442656462" "0.0565960501886422" "0.108024392793332" "0.0563879449242147" "0.0774117103204887" "0.0366472616318413" "0.052743293856192" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP20" "0.187750254387735" "0.169837776396527" "0.523256880769824" "-0.0262667189734245" "0.208513224710029" "0.0944015460377913" "0.114959976302573" "0.0966305169939058" "0.140612421695216" "0.144776056702432" "-0.0507017711212932" "0.0932356573180275" "0.0596258754630232" "0.114797611963496" "0.137562970870203" "0.15286855804457" "0.305279258944294" "0.130204703454359" "0.286949782279575" "0.0886392716596005" "0.270080046062946" "1" "0.323132324383001" "0.0629271478285363" "-0.0631331352380294" "-0.0228373230056709" "-0.0525830105580455" "0.0331342218395264" "-0.0434752770275553" "0.0178605523186395" "0.0222346505273826" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP25" "0.18219517214818" "0.150920123883146" "0.601796843340858" "0.0185480227941018" "0.191639725212396" "0.120676059396019" "0.0831304069708511" "0.159263451234823" "0.0850867398945622" "0.0929353369990759" "0.0704028638202928" "0.0515173875464019" "0.0896139779987139" "0.0479771503995165" "0.0690856859197103" "0.149911727025449" "0.357126658852969" "0.151099260360551" "0.385813487747754" "0.173090066900325" "0.369921428188016" "0.323132324383001" "1" "0.124648998020087" "-0.0488158188799148" "0.010373526196339" "0.0114339478091604" "0.0612711004877389" "0.00646714255615105" "0.0369973207016161" "0.00352329216693603" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0"
"UP27" "-0.160024135796803" "-0.0748616069133012" "0.477867287088874" "0.0476992975085602" "-0.123550260989303" "-0.133582477244859" "-0.157406407650483" "-0.0360449360949816" "-0.111777522858661" "-0.0451837161263855" "-0.0952866887005621" "-0.127232478111553" "0.0477310046969268" "-0.0730809471583241" "-0.0145557777351275" "0.0249439080215365" "0.0491057711903062" "0.351993909817761" "0.15620638895612" "0.166283848266859" "0.253537227155394" "0.0629271478285363" "0.124648998020087" "1" "0.00811700600754803" "0.0702536870622651" "-0.0154509071287918" "0.0740736915987665" "0.00898718100945739" "0.0383254759113756" "0.0206950197741013" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0"
"FW4" "-0.115407478274663" "0.0796339777802529" "-0.0284201096201573" "0.609123457712123" "-0.144977118916097" "-0.0998155949709414" "-0.0339959474268453" "-0.0417399858067465" "-0.0834680761794116" "-0.0496101627625273" "0.102405381145288" "-0.0022670258263376" "0.0771418173901969" "0.0763950182327261" "0.0638355783619919" "0.0291522121525011" "-0.100144078314017" "0.0250410223398671" "-0.0142949470538048" "0.0649156578528346" "-0.00423483442656462" "-0.0631331352380294" "-0.0488158188799148" "0.00811700600754803" "1" "0.241951306419245" "0.239383606283512" "0.277020868888801" "0.419831861432419" "0.200028590014747" "0.172809753568175" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0"
"FW8" "-0.0500707995270692" "0.13390618646241" "0.0507923391586776" "0.59601403314437" "-0.0948477403711801" "-0.093058916486331" "-0.00147474628325257" "0.0314325752405021" "-0.0205182901202058" "0.0210135425557551" "0.0684013130182853" "0.0487983827469622" "0.170790860179283" "0.0988488197906967" "0.102526105262764" "-0.00381879789949404" "-0.0171453139077519" "0.0841884259478953" "0.013681386128543" "0.0311439274850794" "0.0565960501886422" "-0.0228373230056709" "0.010373526196339" "0.0702536870622651" "0.241951306419245" "1" "0.250351238461733" "0.314091416853692" "0.255942517196941" "0.33146591235492" "0.166922252779504" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0"
"FW12" "-0.0101787809583065" "0.0536056622717858" "0.0642578674671832" "0.601493192796123" "-0.0210395969233804" "-0.116795708857892" "0.0608982238557776" "0.0316698544980558" "0.00540750361217309" "-0.0747526948621607" "0.103614777792683" "-0.0783793581161699" "0.102235232971209" "0.13637297337616" "0.0389644398278616" "-0.0361162535973719" "-0.0199429437085094" "0.0606808095754989" "0.053487980926957" "0.147605065231841" "0.108024392793332" "-0.0525830105580455" "0.0114339478091604" "-0.0154509071287918" "0.239383606283512" "0.250351238461733" "1" "0.21247541188226" "0.303350216716721" "0.216666897965599" "0.325735255781181" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0"
"FW16" "0.0165153783363823" "0.0851301803831611" "0.103692102964038" "0.647232831843914" "-0.0201238540069236" "-0.00713551840190183" "0.0597271647665581" "-0.0182873071636354" "0.0416846250053608" "0.0125749485573458" "0.0627947550039565" "0.00353708604301409" "0.0655492530685254" "0.089148014355684" "0.0463858274894168" "0.038667856304863" "-0.00540893024352046" "0.11350180647033" "0.0199057636412025" "0.127853890289827" "0.0563879449242147" "0.0331342218395264" "0.0612711004877389" "0.0740736915987665" "0.277020868888801" "0.314091416853692" "0.21247541188226" "1" "0.330602551960968" "0.458454879899679" "0.15125239330953" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0"
"FW21" "-0.117232346251761" "0.0376279816472153" "0.0511386219962408" "0.655043269565559" "-0.139584351331028" "-0.084436746059725" "-0.0416042020796987" "-0.0625464022773831" "-0.0817795275451685" "-0.0777421833519303" "0.0942780134599327" "-0.0612890490944412" "0.0298974569830584" "0.0666285559192121" "0.0321114482384704" "0.051256534154624" "-0.0216136133063641" "0.053282499985432" "0.0036253954782141" "0.15066821673623" "0.0774117103204887" "-0.0434752770275553" "0.00646714255615105" "0.00898718100945739" "0.419831861432419" "0.255942517196941" "0.303350216716721" "0.330602551960968" "1" "0.261104820061248" "0.157532476773413" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0"
"FW23" "-0.00167898761101156" "0.12747237637244" "0.0738103284485381" "0.611104189196343" "-0.0319309238899248" "-0.028273127714266" "0.0045785239138456" "0.0302676203148725" "0.0169647935222863" "0.0384397367301886" "0.0164344124246615" "0.040530941488337" "0.126944296158915" "0.103633428210234" "0.0923884297311463" "0.0662186527374762" "0.0157563491517584" "0.0956395590124131" "0.0310109585747244" "0.0639806654386668" "0.0366472616318413" "0.0178605523186395" "0.0369973207016161" "0.0383254759113756" "0.200028590014747" "0.33146591235492" "0.216666897965599" "0.458454879899679" "0.261104820061248" "1" "0.169128666736393" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0"
"FW26" "0.0448475625686633" "0.0638171462918666" "0.0672848506549655" "0.511272620075446" "0.0424500798332079" "-0.0488034278103089" "0.025210201089521" "0.0472801238114799" "0.0836377013905812" "-0.0279975417580435" "0.0274549795041168" "-0.0618582234873145" "0.1298318479387" "0.075605578682161" "0.056436652742814" "0.038273874048834" "0.029663449306049" "0.0336108219333514" "0.0571107679828788" "0.0864734184679408" "0.052743293856192" "0.0222346505273826" "0.00352329216693603" "0.0206950197741013" "0.172809753568175" "0.166922252779504" "0.325735255781181" "0.15125239330953" "0.157532476773413" "0.169128666736393" "1" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1"
