"FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26" "FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26"
"SD6" "0.195211154502567" "0.40840619640776" "-0.0306175099854491" "0.191542841116987" "0.193539889174662" "0.141523964757422" "0.188195932661643" "0.0747771817350879" "0.0627946627952148" "0.137870682824359" "1" "0.103384654823797" "0.150077109501353" "0.0584182769132971" "0.0437445147779649" "0.121351168772427" "0.0266293741276269" "-0.124750595748684" "-0.0473293389933479" "-0.0690138992917547" "-0.0286404795125253" "0.0815835977897353" "0.116017964986628" "-0.119219821125965" "0.179998665940306" "0.0965535528703011" "0.118337568659371" "0.031788134758273" "0.0960394297615012" "0.139224682525268" "0.113397213646404" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD10" "0.378703602641608" "0.666113155229109" "0.147263564826562" "-0.000242283945633767" "0.334873424652622" "0.258840230658642" "0.316173515627246" "0.203275212442194" "0.171823718654511" "0.386281174049875" "0.103384654823797" "1" "0.247365460371027" "0.166017357661811" "0.357732776366063" "0.31179187181352" "0.20529508100953" "0.0325358639300132" "0.0749360188798185" "-0.00315087012454477" "0.0278589402826038" "0.219971590600396" "0.232006817521746" "-0.0432060227349634" "0.029910390661283" "0.013389563078094" "-0.0621763364206798" "-0.00960202871562718" "-0.0361842558478443" "0.0506804236458377" "0.0273002322852744" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD14" "0.150345430106457" "0.531629201669864" "0.0279800981163924" "0.0225040071871838" "0.0851922459609082" "0.0689779571665285" "0.110634984588435" "0.108722531257992" "0.139497697985183" "0.199828473992014" "0.150077109501353" "0.247365460371027" "1" "0.111180906161566" "0.202458148809475" "0.249321257274677" "0.0500678079104302" "-0.0573338231504946" "0.0219264827841976" "0.000182744702234848" "-0.0352525423139136" "0.127253956150221" "0.110643315237194" "-0.0753817025900134" "0.0744927745544429" "-0.0184397737296708" "0.0229094285388086" "-0.0317723611951724" "-0.00746475974000208" "0.0448305412905573" "0.0106269600234561" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD18" "0.2146159160669" "0.465702161621319" "0.11063793290427" "0.158679449498941" "0.13501833645168" "0.0941413889310762" "0.195568198958088" "0.141699356355058" "0.164210239103378" "0.153257005794534" "0.0584182769132971" "0.166017357661811" "0.111180906161566" "1" "0.148205124101618" "0.16782561434557" "0.142520185274839" "0.0693086326799491" "0.00502994018206245" "0.0244811903251003" "0.0628215989568481" "0.121268281015892" "0.11658171627735" "0.0237246305561105" "0.150868008651763" "0.0618052010052586" "0.0791515122731679" "0.0548207882279513" "0.123930029946486" "0.0568620359868947" "0.106868154647291" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD22" "0.25065192416702" "0.620406140765232" "0.216825770621746" "0.0418453852927381" "0.210506495315226" "0.164138259862708" "0.204959454799143" "0.159523442823309" "0.111750085535029" "0.294815422488775" "0.0437445147779649" "0.357732776366063" "0.202458148809475" "0.148205124101618" "1" "0.388891675362058" "0.160551145256215" "0.0831622915179706" "0.178244716290197" "0.137058216419819" "0.0751217371900288" "0.152731511668322" "0.191106429460859" "0.126693870936519" "0.0241308956686574" "0.0862840222447502" "-0.0378861726561637" "0.0365050633710226" "-0.0411865230025217" "0.0814886832813482" "0.0368942215529115" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD24" "0.274542211533954" "0.630822872057114" "0.224318089658563" "0.0186641446476513" "0.216300623360444" "0.171708259862466" "0.205686563495049" "0.187986047562045" "0.151583643708019" "0.265779049122999" "0.121351168772427" "0.31179187181352" "0.249321257274677" "0.16782561434557" "0.388891675362058" "1" "0.168208880481138" "0.083075650877229" "0.146805565275894" "0.110777434075976" "0.0546547119519211" "0.246340959651167" "0.235095056871093" "0.0983350026091375" "0.0953796774720216" "0.0252444438140414" "-0.0257475106308933" "0.0473327817432073" "-0.105410678783877" "0.0223714300175429" "0.031171445995379" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP3" "0.186495763219132" "0.233079111667138" "0.521136558457421" "0.0285809516668678" "0.101724850022958" "0.0899075819846308" "0.097555397842483" "0.165694036869631" "0.182586904180408" "0.15480240879734" "0.0266293741276269" "0.20529508100953" "0.0500678079104302" "0.142520185274839" "0.160551145256215" "0.168208880481138" "1" "0.21124557004706" "0.255908594791107" "0.260682012832134" "0.187700660770104" "0.259203223597947" "0.300252605985153" "0.22047358802554" "0.0390401133973979" "0.0375939411857438" "0.00282502467994717" "-0.00232174062022245" "-0.0311631771068388" "0.0310456586255058" "0.0447347208306475" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP7" "0.115027506250291" "0.0421443956688515" "0.695856709064459" "0.114935649899783" "-0.0114419056008556" "0.0884971362026719" "-0.0151117621852742" "0.234573636651623" "0.0998216038057067" "0.0743052750032106" "-0.124750595748684" "0.0325358639300132" "-0.0573338231504946" "0.0693086326799491" "0.0831622915179706" "0.083075650877229" "0.21124557004706" "1" "0.502688539971591" "0.437066764595029" "0.474947430647418" "0.13738516926236" "0.211773883063064" "0.574947773605768" "0.010848972996097" "0.139404782407622" "0.0298165689879714" "0.14860606207525" "0.101325091238647" "0.07268921599235" "-0.0357780308724506" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0"
"UP11" "0.208432617122207" "0.126524781685862" "0.730183167980933" "0.050156110522059" "0.0652387573933512" "0.14150288589842" "0.0711294024822441" "0.285010814746169" "0.1505586820333" "0.119968428084678" "-0.0473293389933479" "0.0749360188798185" "0.0219264827841976" "0.00502994018206245" "0.178244716290197" "0.146805565275894" "0.255908594791107" "0.502688539971591" "1" "0.458644888960605" "0.463928352724037" "0.254158044138804" "0.290262039132788" "0.484848061500628" "-0.00341540503316845" "0.141890953227037" "-0.0664992885365848" "0.150740333741082" "0.0345365634992008" "0.0506058633684253" "-0.0900668015019364" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP15" "0.15194605398454" "0.071861354789657" "0.681813505227104" "0.0453667941931103" "0.0611545517207115" "0.057146341760719" "0.0590164821800173" "0.24110134242298" "0.101271400897744" "0.0864287551074983" "-0.0690138992917547" "-0.00315087012454477" "0.000182744702234848" "0.0244811903251003" "0.137058216419819" "0.110777434075976" "0.260682012832134" "0.437066764595029" "0.458644888960605" "1" "0.46453199989839" "0.203108349909016" "0.236426710057821" "0.476254732725873" "-0.0363611755164162" "0.132542589539005" "-0.0149099695831861" "0.119678069907037" "0.0642164858742859" "0.0597401036627334" "-0.13283221402019" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP19" "0.185223240961996" "0.0638968214233563" "0.668887446571313" "0.138119656455866" "0.0833353797920982" "0.0818344450544158" "0.0863078858003087" "0.255391841861224" "0.126079085350986" "0.0912793336371853" "-0.0286404795125253" "0.0278589402826038" "-0.0352525423139136" "0.0628215989568481" "0.0751217371900288" "0.0546547119519211" "0.187700660770104" "0.474947430647418" "0.463928352724037" "0.46453199989839" "1" "0.122593367924284" "0.237037777646587" "0.447001246252784" "0.113416863902279" "0.111635040946718" "0.00786748667531546" "0.124019121776665" "0.141398477413319" "0.084288790714213" "-0.0197537354893934" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP20" "0.349100779132556" "0.282367615632367" "0.506954468862905" "0.0439272016183874" "0.227849941019075" "0.166754904417055" "0.284815570258904" "0.214250775140378" "0.295700968644949" "0.161000619900862" "0.0815835977897353" "0.219971590600396" "0.127253956150221" "0.121268281015892" "0.152731511668322" "0.246340959651167" "0.259203223597947" "0.13738516926236" "0.254158044138804" "0.203108349909016" "0.122593367924284" "1" "0.481065636050846" "0.147882129485748" "-0.0209986451993379" "0.0903756465348208" "-2.89807239648341e-17" "0.0471230208638152" "-0.0118533753849747" "0.061293472579206" "0.0201366465536355" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP25" "0.414957438116519" "0.297458173292557" "0.595291344384465" "0.0205401816546242" "0.295841740830017" "0.241550702543891" "0.344080799667596" "0.310449485139183" "0.218678505099688" "0.165393386362487" "0.116017964986628" "0.232006817521746" "0.110643315237194" "0.11658171627735" "0.191106429460859" "0.235095056871093" "0.300252605985153" "0.211773883063064" "0.290262039132788" "0.236426710057821" "0.237037777646587" "0.481065636050846" "1" "0.219546801230178" "0.0935663290096654" "0.0461563965668193" "-0.0183319936835786" "0.00376652765964633" "-0.0223032927888833" "-0.017883933198031" "0.00352834239512391" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0"
"UP27" "0.0869909266692782" "0.0137152092188029" "0.701595110900168" "0.0413951937538612" "-0.0147637801821956" "0.0795636099803886" "-0.00189531718445771" "0.18204083223053" "0.0543354167171525" "0.0427573206183425" "-0.119219821125965" "-0.0432060227349634" "-0.0753817025900134" "0.0237246305561105" "0.126693870936519" "0.0983350026091375" "0.22047358802554" "0.574947773605768" "0.484848061500628" "0.476254732725873" "0.447001246252784" "0.147882129485748" "0.219546801230178" "1" "-0.0250485401537659" "0.0749889980458902" "-0.035444762697512" "0.11849879295456" "0.0861550427211978" "0.0548806963051761" "-0.100158323389358" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0"
"FW4" "0.132182345510996" "0.15850865416274" "0.0363744193922641" "0.52439411851741" "0.164094477870773" "0.0640061619917063" "0.144831941430808" "0.03532340516679" "0.038074361756791" "0.0721530815444694" "0.179998665940306" "0.029910390661283" "0.0744927745544429" "0.150868008651763" "0.0241308956686574" "0.0953796774720216" "0.0390401133973979" "0.010848972996097" "-0.00341540503316845" "-0.0363611755164162" "0.113416863902279" "-0.0209986451993379" "0.0935663290096654" "-0.0250485401537659" "1" "0.161491297558553" "0.180698359133736" "0.0773245878419897" "0.306042905375792" "0.13992872776994" "0.256498960796718" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0"
"FW8" "0.098138281797397" "0.0842711426949174" "0.150692117326518" "0.612300122083028" "0.0826154833715144" "0.0409067188479412" "0.111020112817425" "0.00947766050113202" "0.0893188298416758" "0.0639437686794244" "0.0965535528703011" "0.013389563078094" "-0.0184397737296708" "0.0618052010052586" "0.0862840222447502" "0.0252444438140414" "0.0375939411857438" "0.139404782407622" "0.141890953227037" "0.132542589539005" "0.111635040946718" "0.0903756465348208" "0.0461563965668193" "0.0749889980458902" "0.161491297558553" "1" "0.15038243449247" "0.405376470218099" "0.211515488513378" "0.37811840988326" "0.205115530339004" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0"
"FW12" "0.0401820322614886" "0.0277635085167264" "-0.0192680674501683" "0.549588180734796" "0.0166456689996446" "-0.127409216457841" "0.0728385354918043" "-0.0146368975487596" "0.192171075049258" "0.0189233510130625" "0.118337568659371" "-0.0621763364206798" "0.0229094285388086" "0.0791515122731679" "-0.0378861726561637" "-0.0257475106308933" "0.00282502467994717" "0.0298165689879714" "-0.0664992885365848" "-0.0149099695831861" "0.00786748667531546" "-2.89807239648341e-17" "-0.0183319936835786" "-0.035444762697512" "0.180698359133736" "0.15038243449247" "1" "0.108811638767141" "0.290761089317826" "0.0783687221360582" "0.305499889369937" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0"
"FW16" "0.0652677221348881" "0.0487274800801158" "0.138578009877855" "0.584915060832377" "0.047880728793452" "0.0222718630387286" "0.0856225700005101" "0.0582251709664534" "0.00679292024948332" "0.061838177202024" "0.031788134758273" "-0.00960202871562718" "-0.0317723611951724" "0.0548207882279513" "0.0365050633710226" "0.0473327817432073" "-0.00232174062022245" "0.14860606207525" "0.150740333741082" "0.119678069907037" "0.124019121776665" "0.0471230208638152" "0.00376652765964633" "0.11849879295456" "0.0773245878419897" "0.405376470218099" "0.108811638767141" "1" "0.273215803554197" "0.373756760726817" "0.143458861301068" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0"
"FW21" "0.0542606763401018" "0.0142551455348645" "0.0710319171393588" "0.61046015708904" "0.0465566041303935" "-0.0345633885057722" "0.0862813192164258" "0.0245021684833188" "0.0614618263829374" "0.0225801981622894" "0.0960394297615012" "-0.0361842558478443" "-0.00746475974000208" "0.123930029946486" "-0.0411865230025217" "-0.105410678783877" "-0.0311631771068388" "0.101325091238647" "0.0345365634992008" "0.0642164858742859" "0.141398477413319" "-0.0118533753849747" "-0.0223032927888833" "0.0861550427211978" "0.306042905375792" "0.211515488513378" "0.290761089317826" "0.273215803554197" "1" "0.164675005788443" "0.150313829146373" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0"
"FW23" "0.0408822444252079" "0.100458491270695" "0.0763196865983076" "0.564682914495525" "0.0224925584141458" "0.0340846881032137" "0.0437033799022803" "0.0593786827440928" "-0.0214732858983197" "-0.00252240768493488" "0.139224682525268" "0.0506804236458377" "0.0448305412905573" "0.0568620359868947" "0.0814886832813482" "0.0223714300175429" "0.0310456586255058" "0.07268921599235" "0.0506058633684253" "0.0597401036627334" "0.084288790714213" "0.061293472579206" "-0.017883933198031" "0.0548806963051761" "0.13992872776994" "0.37811840988326" "0.0783687221360582" "0.373756760726817" "0.164675005788443" "1" "0.238403567569015" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0"
"FW26" "0.0637022586487452" "0.0930782512620541" "-0.0599610634356441" "0.575312417617407" "0.0879578549731134" "0.0270826745909482" "0.10248426937475" "-0.0376246470398792" "0.0345481395474148" "0.0368320563871124" "0.113397213646404" "0.0273002322852744" "0.0106269600234561" "0.106868154647291" "0.0368942215529115" "0.031171445995379" "0.0447347208306475" "-0.0357780308724506" "-0.0900668015019364" "-0.13283221402019" "-0.0197537354893934" "0.0201366465536355" "0.00352834239512391" "-0.100158323389358" "0.256498960796718" "0.205115530339004" "0.305499889369937" "0.143458861301068" "0.150313829146373" "0.238403567569015" "1" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1"
