"FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26" "FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26"
"SD22" "0.216186860167651" "0.636288327171333" "0.151650940850454" "0.197325531028836" "0.148080380943772" "0.137317903440325" "0.176792208265459" "0.156000108655948" "0.146918471560344" "0.257119751423263" "0.145245962376613" "0.274558863704482" "0.33882301527771" "0.129457382592584" "1" "0.428671444743141" "0.043971914907793" "0.064784993205898" "0.112860231224235" "0.0924298880012002" "0.116497023054554" "0.160640119544137" "0.0999909751382492" "0.0530810429589019" "0.0568266778811392" "0.161692626642198" "0.12759316802037" "0.164614026679891" "0.0903396031725804" "0.185000656157091" "0.107668299295626" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD24" "0.326554071793453" "0.65671975913573" "0.123098077537075" "0.0757554999738527" "0.26217685175464" "0.227185349367978" "0.274622122040677" "0.242180541532385" "0.150869161324577" "0.273774460699831" "0.156200981303076" "0.363279087024247" "0.301894251167534" "0.131535796643841" "0.428671444743141" "1" "0.0374765430193871" "0.0229005280890309" "0.0778639630763813" "0.0450198229481615" "0.132300476644965" "0.157619047438516" "0.147311298256944" "0.00315209309615259" "-0.00636675080338484" "0.100630848100703" "0.0556999187732557" "0.0825330444834341" "0.00959323554276235" "0.115827168665275" "-0.00499785733996949" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP3" "0.184216283890458" "0.123735646618822" "0.419706939239806" "-0.0167429488097249" "0.154261317411065" "0.173410412736452" "0.121719034066033" "0.122924410338991" "0.087742127001948" "0.132320085030608" "0.0334466024666013" "0.152962101527398" "0.05992190301077" "0.0414440088681553" "0.043971914907793" "0.0374765430193871" "1" "0.103778702338053" "0.123979777517639" "0.107194333114867" "0.16446502360474" "0.0941027491477197" "0.319258227048483" "0.106978202025853" "0.00574829652687113" "0.0132693704160931" "-0.0236778711800216" "-0.0237616320211464" "0.0154400963422646" "-0.0551729811856125" "-0.0215321464845049" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP7" "0.0260098662976621" "0.0474430595897244" "0.627016821808526" "0.190349605877481" "-0.0311557971955946" "0.0210479967229893" "0.033604009117877" "0.0381630696202279" "0.0350497840696271" "0.0539023113133443" "-0.0697874082075253" "-0.00116423624980119" "0.0399457899340866" "0.0903713671450588" "0.064784993205898" "0.0229005280890309" "0.103778702338053" "1" "0.326534774183615" "0.41218214413136" "0.324897159674796" "0.0799765824431375" "0.180903591433665" "0.477528978741388" "0.109610808904286" "0.162151708906523" "0.133237285239819" "0.172089208439617" "0.0773219681953063" "0.115591750479299" "0.0731084376471715" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP11" "0.103314106664421" "0.107300814150934" "0.679129538564174" "0.214186963045822" "-0.0087488521959256" "0.0115564861724211" "0.100710510937251" "0.0792626615725467" "0.17799910846215" "0.0141609376677598" "-0.0372916097561306" "0.0110050292777986" "0.124190512520866" "0.145677063030951" "0.112860231224235" "0.0778639630763813" "0.123979777517639" "0.326534774183615" "1" "0.430152936744514" "0.539769454040917" "0.137914100249944" "0.191108685801772" "0.414675674259206" "0.0118061575787326" "0.212513847087577" "0.145601414298088" "0.202051330178091" "0.126495367671127" "0.163702020044894" "0.0918050064464105" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP15" "0.0554751598849742" "0.0537385323627377" "0.691906249689311" "0.24152044333505" "-0.0171670333926384" "0.00954764225705193" "0.0343403328867962" "0.0794754497603954" "0.0947560483115255" "-0.0186308716592914" "-0.0908092218789342" "0.0366055861728111" "0.103047697179344" "0.0614953336506521" "0.0924298880012002" "0.0450198229481615" "0.107194333114867" "0.41218214413136" "0.430152936744514" "1" "0.439951748132987" "0.121069857318259" "0.189900996795811" "0.522938755924847" "0.0884492957915137" "0.194217427450069" "0.181240638899594" "0.183025819581858" "0.152840833911747" "0.148777204774311" "0.119253789257488" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0"
"UP19" "0.118791595736977" "0.170599016347805" "0.728235179490491" "0.218309499672933" "0.0289330494004905" "0.0313641182738416" "0.077106850517574" "0.0931627101999627" "0.188202336913262" "0.0801814837167149" "-0.029087978875733" "0.0510428999912355" "0.16909275414198" "0.187807496191481" "0.116497023054554" "0.132300476644965" "0.16446502360474" "0.324897159674796" "0.539769454040917" "0.439951748132987" "1" "0.243494098128091" "0.31518482757625" "0.449353360690814" "0.00579837165940047" "0.184844751169279" "0.135160780905604" "0.232400045018739" "0.130939052046041" "0.188323051258791" "0.106036189108927" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP20" "0.216912506156729" "0.247606554249094" "0.387835536965732" "0.0838183653850958" "0.148294933320471" "0.0517193873493887" "0.232663525660916" "0.0541874133240014" "0.250780861459749" "0.14136995402086" "-0.018087701901779" "0.139353053862427" "0.247984304176946" "0.19310046638008" "0.160640119544137" "0.157619047438516" "0.0941027491477197" "0.0799765824431375" "0.137914100249944" "0.121069857318259" "0.243494098128091" "1" "0.196782333702088" "0.138565423274311" "-0.058107415744744" "0.153863311677806" "-0.0144224277542328" "0.123325418127086" "0.0471306656581635" "0.182303432878791" "-0.0253952611839688" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP25" "0.21813805129842" "0.20895251457275" "0.519837267424774" "0.0903871673286736" "0.129867618094195" "0.137763916704457" "0.178509661169787" "0.181069362245401" "0.148616266567943" "0.136731098708649" "0.0666963122917213" "0.144625284375244" "0.118737058100903" "0.137470058501212" "0.0999909751382492" "0.147311298256944" "0.319258227048483" "0.180903591433665" "0.191108685801772" "0.189900996795811" "0.31518482757625" "0.196782333702088" "1" "0.209968926379368" "0.0304015376840478" "0.0930229590274092" "0.0673181823239319" "0.0358191455717524" "0.0741191796260865" "0.0205720043422561" "0.064642480728658" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0"
"UP27" "0.00799626757017696" "0.0296892810264112" "0.707254899957241" "0.245286091154337" "-0.05075245558283" "-0.000781790279939689" "0.00794145335492462" "0.0562906268209363" "0.0237508574184969" "0.0123785662170509" "-0.0801685717318308" "0.000568213270932205" "0.0671726638194673" "0.0748160369440253" "0.0530810429589019" "0.00315209309615259" "0.106978202025853" "0.477528978741388" "0.414675674259206" "0.522938755924847" "0.449353360690814" "0.138565423274311" "0.209968926379368" "1" "0.100718918063052" "0.197198687388595" "0.157545060525999" "0.172469131857959" "0.168119131915417" "0.147216127152522" "0.141896318542249" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0"
"FW4" "-0.110204366721655" "0.0918423027194548" "0.0660175856901006" "0.599634038747533" "-0.0483768997411661" "-0.118825931917977" "-0.0401898766247741" "-0.0718536625379848" "-0.122364654861637" "-0.00486619267792034" "0.242923247963001" "0.033757341809068" "-0.0298450613824533" "0.0680041323808446" "0.0568266778811392" "-0.00636675080338484" "0.00574829652687113" "0.109610808904286" "0.0118061575787326" "0.0884492957915137" "0.00579837165940047" "-0.058107415744744" "0.0304015376840478" "0.100718918063052" "1" "0.223974024890296" "0.359752025226986" "0.147483882637242" "0.413454410715009" "0.110525220436393" "0.355632979827076" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0"
"FW8" "0.0780910860949618" "0.217787201139795" "0.254266572874952" "0.678514993409556" "0.0167966788678015" "-0.054014796681894" "0.130592370113339" "0.0242686396987084" "0.135781586287961" "0.069634233267408" "0.136386661675335" "0.106092097459192" "0.11874657230156" "0.19386213273256" "0.161692626642198" "0.100630848100703" "0.0132693704160931" "0.162151708906523" "0.212513847087577" "0.194217427450069" "0.184844751169279" "0.153863311677806" "0.0930229590274092" "0.197198687388595" "0.223974024890296" "1" "0.329864185155034" "0.466447182428229" "0.275239279553005" "0.431429560898041" "0.249652209285684" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0"
"FW12" "-0.162369871572744" "0.112832341354627" "0.168875011835727" "0.698383514231776" "-0.140833568624309" "-0.227895763064512" "-0.0670120334804115" "-0.167373016083962" "-0.000251310618673394" "-0.0903447636715303" "0.241540044275904" "-0.0376875198693052" "0.00175419270033606" "0.152704574300804" "0.12759316802037" "0.0556999187732557" "-0.0236778711800216" "0.133237285239819" "0.145601414298088" "0.181240638899594" "0.135160780905604" "-0.0144224277542328" "0.0673181823239319" "0.157545060525999" "0.359752025226986" "0.329864185155034" "1" "0.261361857904085" "0.403526349513335" "0.21946034830395" "0.427064866442358" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0"
"FW16" "0.0359320811045503" "0.190342589830498" "0.232408635666928" "0.606243637121217" "0.00552643460976558" "-0.103712187090992" "0.053058988562437" "0.00172949615041356" "0.147445873269029" "0.0674731160996282" "0.0760229999227391" "0.0688401066249894" "0.153452256081168" "0.167433568132802" "0.164614026679891" "0.0825330444834341" "-0.0237616320211464" "0.172089208439617" "0.202051330178091" "0.183025819581858" "0.232400045018739" "0.123325418127086" "0.0358191455717524" "0.172469131857959" "0.147483882637242" "0.466447182428229" "0.261361857904085" "1" "0.196347498430813" "0.430592205738941" "0.228740471556873" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0"
"FW21" "-0.0835439696840622" "0.115249143358189" "0.167549890346136" "0.650526587282378" "-0.0761125208151118" "-0.138205383576481" "-0.0285035193175762" "-0.0777001864294671" "0.00766921347715785" "-0.00172961863389538" "0.253780119201265" "0.0143470583372066" "-0.0163416660986443" "0.107051366829984" "0.0903396031725804" "0.00959323554276235" "0.0154400963422646" "0.0773219681953063" "0.126495367671127" "0.152840833911747" "0.130939052046041" "0.0471306656581635" "0.0741191796260865" "0.168119131915417" "0.413454410715009" "0.275239279553005" "0.403526349513335" "0.196347498430813" "1" "0.187627469638833" "0.353092958777727" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0"
"FW23" "-0.0217260549191547" "0.18301659469065" "0.190005430833747" "0.534514242357647" "-0.0286978418269896" "-0.0974407188085917" "0.0243221295144726" "-0.0680202800354049" "0.0712015845263593" "0.0412865551862582" "0.0648194852621266" "0.0319074115074812" "0.153207057106542" "0.158780243118272" "0.185000656157091" "0.115827168665275" "-0.0551729811856125" "0.115591750479299" "0.163702020044894" "0.148777204774311" "0.188323051258791" "0.182303432878791" "0.0205720043422561" "0.147216127152522" "0.110525220436393" "0.431429560898041" "0.21946034830395" "0.430592205738941" "0.187627469638833" "1" "0.204232105946328" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0"
"FW26" "-0.126472491119312" "0.0616682396242722" "0.118198008719201" "0.644959001267052" "-0.117433415300416" "-0.137855617263641" "-0.0614841478041977" "-0.115836093567374" "-0.028417053880751" "-0.0599727347537954" "0.168488385013582" "-0.0134773348801054" "-0.0131496323238471" "0.057957764095262" "0.107668299295626" "-0.00499785733996949" "-0.0215321464845049" "0.0731084376471715" "0.0918050064464105" "0.119253789257488" "0.106036189108927" "-0.0253952611839688" "0.064642480728658" "0.141896318542249" "0.355632979827076" "0.249652209285684" "0.427064866442358" "0.228740471556873" "0.353092958777727" "0.204232105946328" "1" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1"
