"","FD1","FD5","FD9","FD13","FD17","SD2","SD6","SD10","SD14","SD18","SD22","SD24","UP3","UP7","UP11","UP15","UP19","UP20","UP25","UP27","FW4","FW8","FW12","FW16","FW21","FW23","FW26"
"3429",4,2,2,4,5,4,3,3,4,2,4,2,4,3,5,3,4,5,3,4,4,4,2,4,4,5,2
"1788",3,2,3,3,4,3,3,2,3,3,3,3,3,4,4,3,3,4,3,4,4,3,3,3,3,3,3
"30951",3,3,3,3,4,4,3,3,3,3,3,3,3,5,4,5,4,3,3,5,3,4,3,5,3,5,4
"2827",2,2,2,2,3,3,3,3,4,2,4,3,2,3,3,3,3,3,3,4,3,3,3,4,4,4,4
"337",4,3,4,3,4,3,2,3,3,4,4,3,4,3,3,4,3,4,3,3,4,5,4,5,5,5,3
"1972",3,2,4,2,4,4,2,2,2,3,4,2,2,3,4,5,4,3,3,4,5,4,2,5,4,4,3
"1175",2,1,1,2,3,4,2,2,4,3,4,3,4,4,2,5,4,3,4,4,5,3,4,5,4,4,4
"28910",2,2,2,2,5,4,1,4,2,3,4,4,4,4,4,5,4,3,4,5,4,5,4,5,2,5,5
"3620",2,2,2,2,3,2,2,2,3,2,2,2,3,4,4,4,4,2,3,4,4,3,2,4,4,3,3
"1401",4,3,4,3,4,4,4,3,4,4,5,5,3,4,4,5,3,4,5,4,4,3,5,5,4,4,4
"1260",3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,3,3,3,5,3,3,3
"24671",3,2,3,3,3,3,2,2,2,3,4,2,3,4,4,3,3,3,2,4,4,3,3,4,4,4,3
"3549",2,2,2,2,3,2,2,2,3,2,2,2,4,4,4,4,3,3,2,3,4,3,3,4,4,3,3
"3388",3,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,3,2,3,4,3,3,4,3,3,3
"11641",5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"2764",2,4,2,2,4,4,4,2,4,3,5,4,2,5,4,4,4,4,4,5,4,4,2,5,1,3,2
"2707",3,4,4,4,4,4,4,4,4,3,4,4,2,5,3,3,4,4,3,4,3,4,3,5,3,3,4
"19610",3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,4,4,3,3,3,4,4,3
"2929",4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,5,2,5,4,3,4
"504",3,3,3,2,3,2,2,2,3,3,4,2,3,3,3,3,3,3,3,4,5,4,3,5,4,3,2
"5842",3,1,1,5,3,1,3,1,3,3,1,1,3,5,5,5,5,3,3,5,3,3,3,3,3,5,3
"3386",3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
"5081",1,2,1,3,3,3,2,3,3,3,3,3,3,3,5,3,3,3,3,4,3,3,3,2,3,2,3
"1277",4,2,3,3,3,3,2,2,2,3,3,3,3,4,4,2,2,3,4,3,2,3,3,2,3,2,4
"21811",2,2,3,2,4,2,1,1,3,1,3,4,2,3,3,4,3,4,4,4,4,3,1,3,4,2,3
"3340",3,2,3,3,3,4,3,2,4,2,4,2,3,3,4,4,3,3,3,5,4,3,3,3,4,3,3
"1453",3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3
"11021",3,4,2,3,3,4,2,3,3,2,4,2,3,4,4,3,4,4,2,4,4,4,2,5,3,4,4
"18811",2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,4,3,3,4,4,3,3
"19010",2,1,1,2,4,2,1,2,5,4,5,4,4,4,4,4,4,3,2,5,5,4,4,5,4,5,2
"2631",4,4,5,2,4,1,4,3,3,5,4,4,5,3,5,3,4,3,4,2,4,3,3,4,4,4,2
"12621",4,4,4,4,3,3,3,3,3,3,3,4,3,4,4,3,4,3,3,4,3,3,2,3,4,3,3
"2814",4,4,4,4,3,3,4,4,4,3,4,3,3,4,3,3,3,4,4,4,4,3,4,4,3,4,4
"2399",2,2,1,2,3,2,2,1,3,1,4,4,3,4,4,3,3,4,3,4,2,4,2,5,2,3,4
"7562",3,2,3,4,3,2,3,3,2,2,4,2,3,4,4,3,3,3,3,4,4,4,3,3,4,4,3
"3333",1,1,1,2,5,1,1,1,1,5,1,4,5,5,5,5,5,5,2,5,5,5,4,5,5,5,1
"30671",2,2,2,2,4,4,2,4,3,3,4,3,4,4,4,4,5,4,4,4,4,3,4,4,5,3,4
"1728",1,1,1,1,3,3,1,1,2,4,2,3,4,4,4,3,3,4,4,4,4,4,4,5,4,3,4
"19741",3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
"1976",3,2,2,2,2,4,2,2,2,2,4,4,4,5,5,3,2,4,4,5,4,3,2,3,3,4,4
"22441",2,2,3,3,3,4,2,2,4,2,4,2,3,5,4,3,2,4,3,4,4,5,4,5,3,5,4
"2529",4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2
"13161",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3
"28291",4,4,3,2,3,4,4,4,3,3,4,4,4,4,5,4,3,5,5,5,4,3,4,5,3,3,3
"18191",2,2,2,4,4,3,3,2,3,3,3,3,3,3,3,4,4,4,3,4,4,4,2,4,4,3,2
"3202",2,2,2,3,2,4,1,4,3,2,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,4
"1627",2,2,3,2,4,4,2,3,4,2,4,3,2,2,3,4,2,3,2,4,5,3,4,4,4,5,4
"6281",3,3,3,4,3,3,1,4,2,3,4,3,3,5,4,3,4,4,3,5,4,3,2,3,2,4,4
"3602",2,2,2,2,2,4,2,4,3,2,4,4,4,4,4,4,4,3,2,4,4,2,1,4,4,2,2
"1581",3,2,3,3,4,2,2,1,4,2,4,4,4,3,4,4,4,5,4,4,4,3,2,5,2,3,2
"1299",2,2,2,2,4,4,4,2,4,2,2,2,2,4,4,2,4,4,2,4,4,4,2,4,4,4,4
"3324",3,2,2,2,3,3,2,2,3,3,2,2,3,4,3,3,3,3,3,3,4,3,3,4,3,4,4
"22331",4,3,3,3,3,4,2,4,4,3,4,4,2,3,3,2,2,4,3,3,4,4,3,5,4,4,4
"21501",3,2,3,3,4,4,1,2,4,5,4,2,1,2,4,4,1,4,1,4,5,4,3,5,2,5,4
"32401",3,3,2,3,3,3,3,3,3,2,2,4,3,3,2,2,2,3,3,2,3,3,3,3,3,4,2
"23041",2,2,2,2,2,2,4,2,4,4,4,4,4,5,4,4,4,3,4,4,4,2,4,4,4,4,2
"3355",1,1,1,1,2,1,1,1,4,1,2,2,2,1,1,4,1,1,2,2,4,2,4,2,4,2,1
"11481",2,2,2,4,4,4,1,2,2,4,3,2,3,5,4,3,2,2,3,4,4,4,4,4,2,4,3
"4515",4,2,4,4,4,3,1,4,5,3,3,4,2,4,2,4,1,4,1,2,5,5,4,5,5,5,4
"174",1,1,1,4,3,1,3,1,3,3,5,3,5,4,3,3,2,3,1,3,5,5,4,5,3,4,5
"14201",2,1,2,2,4,2,2,3,3,4,3,3,3,3,3,2,3,4,2,3,5,4,5,4,4,4,4
"6633",4,4,4,4,5,3,1,2,3,3,4,2,2,4,4,3,4,3,3,4,4,3,2,2,3,3,2
"2568",5,5,4,4,5,5,4,4,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5
"14361",2,2,1,4,3,2,1,2,4,2,4,3,4,4,4,2,4,3,3,3,4,4,2,5,4,4,4
"30751",3,2,2,3,3,3,2,2,4,2,3,3,2,4,4,4,3,3,3,4,4,3,3,4,3,3,3
"1871",2,2,2,2,4,4,1,2,2,4,5,4,4,4,4,5,4,4,4,2,5,4,5,5,4,4,4
"12631",4,4,4,3,5,5,2,5,2,5,5,4,3,3,3,4,3,5,2,3,3,3,3,3,3,4,4
"3541",4,4,4,4,4,4,2,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,2
"1644",3,4,2,3,5,4,3,2,4,2,4,2,4,4,3,3,4,4,4,3,4,3,3,5,4,4,4
"2595",3,2,4,2,4,4,3,2,3,3,3,2,3,4,2,3,3,2,3,3,3,3,3,4,3,4,3
"30801",3,2,2,2,2,4,4,3,2,3,2,3,2,3,4,5,2,4,3,4,4,4,3,5,2,4,4
"12841",4,3,3,3,4,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,3,4,3,4,4,3
"1521",3,4,4,3,4,4,2,3,3,3,4,4,3,5,5,3,3,5,2,5,4,4,2,5,4,4,4
"4122",2,2,1,2,4,2,1,2,3,4,4,4,1,4,2,4,2,3,2,1,5,3,5,5,2,4,4
"29610",1,1,1,1,1,3,1,1,5,3,2,3,3,2,1,2,2,1,3,2,5,2,4,4,3,4,3
"2554",2,4,2,2,4,2,2,2,2,4,4,2,2,4,4,4,2,4,2,4,3,3,2,4,3,2,2
"3601",2,2,2,4,2,4,3,4,4,4,4,4,3,4,4,5,3,4,4,4,4,3,4,3,2,2,3
"1348",2,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3
"19451",3,3,3,3,3,3,2,3,3,3,4,4,3,4,4,4,3,3,3,3,4,4,3,4,4,3,3
"27391",3,2,2,2,4,1,2,2,3,2,3,4,4,5,4,2,4,3,4,5,4,2,4,3,4,3,3
"2972",3,2,2,2,4,4,4,2,4,2,3,4,4,5,4,4,2,4,3,4,4,4,4,5,4,3,5
"2847",5,1,5,3,5,1,1,1,1,1,1,1,1,5,1,3,5,5,1,1,1,1,1,5,1,1,1
"28061",2,1,1,2,4,4,2,2,4,2,4,1,1,2,4,5,4,3,1,5,5,4,5,4,4,4,3
"1771",2,2,1,2,4,2,1,2,2,1,4,3,2,5,3,4,3,3,2,4,4,3,2,4,3,3,3
"12121",2,3,4,2,4,3,1,1,1,5,2,3,5,5,5,5,5,4,5,5,1,3,2,3,2,2,2
"5053",4,2,3,2,5,3,3,3,4,4,5,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4
"3346",3,3,3,2,4,4,3,4,4,4,4,4,4,5,4,4,3,3,4,4,4,3,3,5,4,4,5
"18981",3,4,4,3,4,4,1,3,1,4,4,3,3,5,4,4,4,3,3,5,4,4,2,5,4,4,4
"8731",3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3
"10002",4,2,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"1564",1,2,1,2,3,2,1,3,3,4,4,3,2,3,3,4,3,1,4,3,4,4,3,4,4,4,4
"3512",3,3,2,3,4,2,1,2,3,3,4,3,4,4,4,4,3,3,4,4,4,3,3,5,4,4,3
"15291",3,3,3,2,3,3,1,3,4,3,4,3,3,4,4,3,2,4,3,3,4,4,3,5,3,4,3
"19901",3,3,3,2,3,3,3,2,3,2,2,3,3,4,4,3,3,3,2,3,4,4,3,4,3,3,4
"3357",1,3,1,2,5,3,2,2,2,3,2,1,2,5,4,3,2,4,2,5,5,4,2,5,4,4,2
"3215",2,1,2,2,5,3,1,4,5,5,4,4,5,2,4,5,2,4,4,4,5,5,2,3,4,2,4
"10762",3,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,4,4,4,4,3,3,4,3,4,3,3
"20421",4,4,3,3,3,4,2,2,3,3,4,3,3,3,2,3,3,2,3,3,3,2,2,2,3,3,3
"25491",3,2,2,4,4,4,2,4,3,3,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,3
"12091",3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"3097",4,3,3,4,4,4,3,2,4,3,4,4,3,4,4,3,3,3,3,3,3,4,4,4,4,3,4
"1996",4,4,3,4,4,4,2,2,3,3,4,2,4,4,3,4,4,4,4,4,4,4,2,4,3,3,4
"3574",2,2,2,2,3,2,2,3,4,3,4,2,3,4,4,3,3,3,3,3,4,4,3,5,4,4,3
"2662",1,1,1,1,5,3,1,1,1,1,1,1,1,5,1,1,1,5,1,5,1,1,5,5,1,1,5
"1733",2,1,2,2,3,5,1,2,2,2,3,2,5,5,5,2,5,5,5,5,2,5,1,5,2,4,1
"32421",2,4,3,3,4,3,2,2,3,3,4,4,4,3,3,3,3,3,4,4,3,4,2,4,3,4,2
"3311",2,2,4,1,2,3,2,2,2,4,3,3,3,3,4,3,2,3,3,3,5,5,4,5,4,3,4
"5731",4,2,4,4,3,4,2,2,3,3,3,2,4,5,4,4,4,4,4,4,4,4,2,5,3,4,3
"1159",3,3,3,4,3,4,4,3,3,3,3,3,3,3,4,3,3,4,3,4,2,2,4,3,4,3,3
"25801",4,2,4,2,4,3,3,2,4,2,4,4,4,5,4,3,4,4,2,4,3,3,2,5,2,4,4
"1247",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"3588",2,1,1,1,3,3,3,2,4,3,4,5,3,4,4,4,4,3,3,4,5,4,4,5,5,4,4
"1814",4,4,2,4,4,4,4,2,1,4,5,4,4,5,4,4,5,5,5,4,3,2,2,5,5,2,2
"26061",4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,3
"2976",2,5,4,2,4,4,3,4,4,4,4,4,2,3,4,3,2,4,2,2,4,3,1,4,4,4,1
"2040",3,3,2,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
"2616",2,3,2,1,2,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,4
"12151",1,2,2,3,4,1,2,1,3,3,4,2,2,5,5,3,2,3,2,5,5,4,2,4,4,4,3
"2038",3,3,1,5,3,5,3,1,3,5,4,4,5,5,5,3,5,5,3,5,5,5,3,5,3,5,4
"12901",4,3,3,4,4,4,2,3,3,4,3,3,4,4,4,4,4,4,3,4,4,4,2,4,4,2,4
"2359",2,2,4,3,2,4,3,4,3,3,4,4,4,3,3,3,4,4,3,4,3,4,4,5,3,3,4
"15310",4,4,4,4,4,4,2,3,4,4,4,5,2,5,4,4,2,4,2,5,5,5,4,5,4,4,3
"25231",3,3,2,3,3,2,2,3,4,2,3,2,2,4,4,3,3,3,3,4,4,4,3,4,3,3,2
"10831",4,3,3,3,4,3,3,3,4,3,2,2,4,5,4,4,4,4,4,4,3,3,4,4,4,4,3
"1902",4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,5,4,3,3
"5531",2,3,3,3,3,3,2,3,3,3,3,3,3,4,3,4,3,2,3,3,3,3,3,4,4,3,3
"31291",2,4,2,4,3,4,4,3,4,2,5,5,3,4,5,4,4,3,2,4,4,4,4,5,2,3,1
"3743",1,2,2,3,4,2,1,3,3,2,4,3,3,3,3,3,3,3,3,3,5,3,2,4,2,3,3
"27541",2,4,2,3,3,4,2,2,3,4,3,4,3,4,3,3,3,2,4,4,4,3,3,4,4,3,4
"1309",3,3,3,5,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,5,3,3,3
"9921",1,2,2,3,3,2,1,1,3,5,1,3,3,5,5,3,5,3,3,5,4,5,4,5,4,3,3
"1361",3,2,3,2,3,4,3,2,4,4,4,3,4,5,4,4,5,3,4,4,4,4,4,4,3,3,3
"2348",4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,2,3,3,4,4
"1265",1,1,1,4,2,5,2,2,5,1,2,4,4,1,1,1,1,4,1,1,5,4,2,5,5,5,1
"5631",2,2,2,3,3,3,2,2,3,3,3,2,3,3,3,4,4,4,3,3,4,4,3,4,4,4,4
"2713",4,4,3,4,4,2,2,3,3,3,3,4,4,4,4,2,3,3,4,5,4,4,3,4,3,4,3
"1539",2,2,3,2,3,3,2,2,3,3,4,4,3,3,4,4,3,3,3,4,4,3,3,4,4,4,3
"29071",3,3,3,3,3,3,3,1,1,3,3,3,3,4,3,3,5,3,3,1,5,5,3,3,3,3,3
"3570",2,2,2,2,4,4,2,3,4,2,4,2,2,4,5,2,2,3,3,4,4,3,4,5,4,4,2
"1312",2,3,2,4,4,3,2,2,3,3,4,2,4,4,2,2,2,3,3,4,3,4,2,2,4,3,3
"18691",3,3,3,3,4,2,2,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3
"5073",5,5,4,5,4,4,1,5,4,2,5,5,3,2,5,2,2,5,2,2,3,5,1,5,2,5,4
"3251",3,3,2,5,3,2,3,3,4,2,4,4,4,4,4,4,4,2,2,4,4,3,1,4,4,4,1
"2621",3,2,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,4,3,4,3,3,3,3,4,3,4
"6821",3,3,3,4,3,2,2,2,2,2,2,3,3,4,4,4,4,4,3,4,4,4,3,5,3,3,2
"24211",2,2,1,2,2,1,2,1,1,1,3,2,3,3,2,4,3,2,3,3,5,3,4,5,4,4,3
"3310",2,2,2,2,3,2,4,2,3,3,4,4,4,5,5,4,4,3,3,5,4,4,2,3,4,4,3
"2833",1,1,1,1,3,3,2,1,2,5,4,4,4,5,5,5,5,4,2,5,5,5,5,4,4,4,2
"2876",1,3,1,2,3,3,3,1,3,3,4,4,3,4,5,3,4,3,4,4,4,3,4,5,4,3,5
"6513",1,2,2,2,2,2,2,2,2,2,3,2,3,4,3,3,2,3,2,4,4,2,4,3,3,3,3
"2930",1,1,1,1,2,2,1,2,2,2,2,4,5,5,5,3,4,2,5,5,5,3,5,3,5,4,4
"14371",2,2,2,2,3,2,1,2,2,2,4,4,2,4,4,3,2,4,4,3,4,4,3,4,4,4,2
"13661",2,2,1,2,2,3,2,2,3,3,3,3,3,4,3,3,2,2,4,3,4,4,4,4,4,4,4
"12461",2,2,2,2,2,3,2,2,3,2,4,4,3,4,4,2,4,2,4,4,4,4,4,5,4,4,3
"2224",3,2,3,3,4,3,3,3,3,4,4,4,4,5,3,4,3,3,4,4,4,5,4,5,4,4,4
"29841",2,3,3,4,2,4,4,3,2,2,4,2,3,2,4,2,3,4,3,4,3,3,2,4,3,3,3
"3636",2,2,1,2,3,3,2,2,3,1,3,2,4,4,4,3,5,3,3,4,4,3,2,5,4,4,2
"3417",3,2,2,2,4,3,2,2,4,2,4,2,2,3,3,4,2,2,3,2,3,2,3,4,2,2,3
"29361",2,2,4,3,3,3,4,3,2,4,4,3,3,4,4,3,4,2,4,4,3,4,3,5,4,3,3
"17981",3,2,3,3,5,3,1,3,2,4,4,3,5,5,5,4,3,4,4,5,5,4,4,4,4,4,3
"19831",4,3,3,4,4,3,2,3,3,2,4,2,4,4,2,4,2,4,2,4,3,4,2,3,3,3,2
"2990",3,2,3,2,4,4,2,2,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3,3,4,3
"2893",1,1,1,2,2,3,1,3,3,3,2,1,2,3,2,3,3,2,2,3,3,1,4,5,3,5,2
"31211",1,2,1,3,2,2,2,2,3,3,3,2,3,3,2,3,3,2,2,3,4,4,1,2,4,2,4
"1546",3,3,3,3,4,4,3,2,4,4,3,4,4,4,3,2,2,3,2,3,4,3,3,4,4,3,5
"47",2,2,3,3,3,2,3,3,3,5,2,3,3,3,3,4,3,3,3,5,4,3,4,4,4,2,4
"2731",5,5,5,2,5,1,3,1,3,2,4,3,4,4,4,4,2,4,4,5,4,4,4,5,4,2,5
"1705",2,2,2,2,4,2,3,2,2,3,5,3,2,2,2,4,2,2,1,2,4,5,4,5,3,5,4
"8443",3,3,3,2,4,4,4,3,4,4,3,2,3,4,5,3,4,3,3,5,2,4,3,4,4,4,2
"19771",1,1,1,1,4,3,1,1,4,1,2,3,1,5,5,5,4,2,1,5,5,5,3,3,4,1,5
"13211",5,5,5,4,5,3,3,5,2,4,4,4,4,5,5,3,5,4,4,5,4,4,1,5,4,4,3
"10461",4,2,2,2,4,4,1,2,2,4,4,4,4,5,5,3,4,4,4,4,5,4,4,5,4,4,4
"11792",3,2,3,3,4,4,2,3,4,2,4,5,4,4,4,4,4,3,4,4,4,4,2,4,4,3,4
"5992",1,1,1,4,4,2,1,1,2,4,5,2,5,5,5,5,5,2,4,5,5,5,4,4,4,2,1
"12491",3,3,2,3,3,3,3,3,3,3,3,3,3,2,4,3,2,2,3,3,3,3,3,4,3,3,3
"8232",2,2,2,2,3,3,1,2,3,3,4,2,3,4,3,3,3,3,3,3,4,3,2,4,4,4,3
"83",3,3,3,3,4,4,3,2,2,2,4,3,4,4,4,4,3,4,3,4,4,3,4,5,3,4,4
"3300",3,2,2,4,4,4,1,4,4,1,4,5,4,5,4,2,4,2,4,4,2,4,1,4,2,2,1
"31321",3,3,4,2,5,4,2,4,3,2,4,4,4,5,4,4,3,5,4,4,5,4,2,3,5,4,3
"2496",3,3,3,2,3,3,1,3,3,4,3,3,3,3,3,3,3,5,3,5,2,2,4,5,4,3,3
"782",3,1,2,2,4,3,2,1,3,2,4,2,5,2,4,2,2,4,2,2,5,3,4,4,3,2,2
"1894",2,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,2,4,3,3,3,3,3,2,2,2,2
"2757",2,1,1,2,4,3,2,1,1,4,2,1,2,3,3,4,3,3,3,4,2,2,4,2,3,3,2
"3056",3,2,2,2,4,3,3,3,4,4,4,4,2,5,5,3,2,3,3,3,4,4,4,2,4,4,4
"11272",2,2,2,2,3,3,3,1,3,3,4,3,3,5,4,4,2,3,3,5,4,2,2,4,3,2,2
"4751",2,2,4,2,4,4,2,3,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4
"2629",2,2,2,5,4,2,2,2,4,4,3,2,2,3,2,3,3,2,2,4,2,4,4,4,3,3,4
"18901",3,3,3,4,4,3,3,2,3,4,2,4,3,4,3,4,3,4,4,4,4,4,3,5,3,4,3
"1695",2,2,2,2,4,2,2,2,2,2,2,2,3,4,4,4,4,2,2,4,5,2,4,4,4,3,2
"7262",1,2,3,3,4,3,3,3,3,3,3,2,3,3,4,3,4,4,4,3,4,4,2,5,4,4,3
"3610",2,2,2,2,4,2,3,2,2,2,2,2,4,4,4,4,4,2,4,4,5,3,4,4,5,4,1
"18091",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,1
"27781",3,2,2,2,5,2,3,4,3,2,2,4,1,4,2,4,4,3,4,5,3,4,1,4,5,4,2
"3423",3,2,4,3,4,3,3,3,3,4,4,3,4,5,5,5,4,3,3,3,4,3,5,3,4,5,4
"9211",2,2,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,2
"897",3,3,5,4,3,3,3,3,3,3,4,3,4,4,3,3,3,4,4,4,3,2,4,4,3,3,2
"30231",2,1,1,2,5,5,3,2,4,3,4,2,3,5,5,4,5,1,1,1,2,4,5,4,5,4,2
"1734",2,3,2,3,4,2,1,4,1,2,4,2,4,5,5,4,2,3,2,5,4,3,2,5,4,3,3
"6801",3,3,3,5,4,3,2,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,2,4,3,4,3
"3107",4,2,2,2,4,4,2,2,1,4,3,3,4,5,4,4,4,4,2,4,4,4,4,5,4,4,4
"4012",2,3,3,4,3,3,3,4,4,3,4,3,3,3,3,4,3,3,4,4,3,3,3,3,3,4,4
"3552",4,3,3,4,4,4,2,3,4,4,3,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2
"2945",2,2,1,4,3,4,1,2,4,2,4,4,1,5,4,5,4,5,3,5,4,4,4,5,4,5,5
"2039",1,1,1,3,1,1,1,2,3,3,1,4,1,5,5,4,4,3,2,3,5,3,4,5,5,4,4
"264",3,3,3,4,3,4,3,3,2,3,4,3,4,3,4,3,4,4,4,3,4,3,4,3,3,3,3
"10621",2,3,2,4,3,3,2,2,3,2,3,4,4,4,3,4,3,3,4,4,4,4,2,4,3,4,3
"3608",3,4,3,4,4,4,1,3,4,1,4,4,4,5,4,3,4,4,4,5,1,4,1,5,1,4,1
"3921",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
"18911",2,4,4,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3
"23911",2,1,1,3,4,2,1,1,1,1,4,3,4,5,5,3,3,3,4,5,4,3,3,5,4,4,4
"11291",3,3,3,4,4,4,3,2,3,3,4,2,3,5,5,3,4,4,3,5,5,4,3,4,3,4,4
"2416",3,4,3,4,3,5,2,3,3,3,3,3,3,5,5,3,5,4,3,5,5,5,3,5,4,4,4
"4522",3,2,2,3,3,2,2,2,2,3,3,3,3,4,3,3,3,4,3,4,4,4,2,5,4,3,4
"2798",3,3,2,4,5,3,1,1,1,4,3,3,5,4,5,4,4,4,4,4,4,3,1,4,5,3,2
"16041",2,2,4,2,4,3,2,2,4,3,4,4,2,4,4,4,4,3,3,4,3,4,3,5,4,3,4
"17001",3,2,4,2,4,2,2,3,2,3,3,4,4,4,4,4,3,4,4,4,3,4,3,4,2,4,4
"1616",2,3,2,4,3,2,1,4,4,2,3,2,5,4,4,3,4,4,4,5,2,5,1,4,4,4,4
"4241",1,2,2,2,3,1,2,2,4,3,3,1,4,4,4,2,4,3,3,4,5,4,3,5,3,4,1
"5351",3,3,4,4,3,4,3,3,4,5,4,4,4,5,5,4,5,3,4,4,4,5,3,5,3,5,4
"27461",4,4,4,3,4,3,2,4,2,4,5,5,4,4,5,4,3,4,4,4,3,4,3,3,4,3,4
"1465",3,2,4,4,3,2,2,3,4,4,4,4,3,2,3,2,2,3,2,3,4,4,4,5,4,4,4
"3272",2,3,3,4,2,3,3,2,3,3,2,4,3,4,4,3,4,3,3,4,3,3,3,4,2,4,2
"12171",3,1,1,4,2,2,2,1,1,1,2,2,2,5,5,3,5,2,2,4,4,3,2,5,4,5,4
"29871",3,3,3,4,4,3,1,3,3,5,4,4,3,3,3,4,3,4,3,3,3,3,4,4,3,5,3
"8252",2,3,2,3,3,2,3,2,4,4,4,4,2,5,2,3,3,3,3,4,4,3,4,5,3,5,4
"3607",2,2,4,3,4,4,4,3,4,3,4,3,3,4,4,3,4,3,3,3,3,3,3,4,4,3,4
"6091",3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,2,3,3,3,4,3,4,3,3
"11161",3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
"2044",2,2,3,5,4,3,1,3,1,2,3,5,4,5,5,4,5,4,3,2,1,4,1,4,1,5,2
"15081",3,3,3,3,3,3,3,3,3,4,4,2,3,5,4,3,4,3,4,4,3,3,3,5,3,4,4
"3054",3,2,2,2,3,3,3,2,3,3,3,4,3,5,4,4,4,4,3,5,2,5,4,5,2,4,4
"11172",2,2,1,3,2,3,2,2,3,4,3,3,3,4,3,4,2,3,3,3,3,4,3,4,4,3,5
"11822",3,3,3,4,4,3,3,2,3,3,3,4,2,3,4,4,3,3,3,3,3,3,3,3,4,3,3
"19301",2,2,2,2,4,4,5,4,2,4,4,2,4,4,4,3,4,2,4,4,5,3,4,5,4,4,4
"18331",3,2,2,3,4,3,2,3,3,4,4,3,4,4,4,3,4,4,4,4,5,2,3,4,4,2,3
"2933",2,2,2,2,2,2,3,2,4,2,3,3,3,3,3,3,2,3,2,3,5,3,4,4,3,3,4
"2370",3,4,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3
"738",3,2,3,3,3,3,1,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3
"3515",3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,4,3,3,4,4,3,3,3,4,3
