"FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26" "FD" "SD" "UP" "FW" "FD1" "FD5" "FD9" "FD13" "FD17" "SD2" "SD6" "SD10" "SD14" "SD18" "SD22" "SD24" "UP3" "UP7" "UP11" "UP15" "UP19" "UP20" "UP25" "UP27" "FW4" "FW8" "FW12" "FW16" "FW21" "FW23" "FW26"
"SD18" "0.272744026969677" "0.600519712337766" "0.134282718009119" "0.032488604724934" "0.247625207227544" "0.239169884468394" "0.230809228210411" "0.23101746006528" "0.147098569694033" "0.305979414443345" "0.308602609073435" "0.308250860917407" "0.319877328781313" "1" "0.254911658058687" "0.217865545462832" "0.159505662242229" "-0.0106975112812173" "0.142755157091977" "-0.0404921610266936" "0.134046132384721" "0.156400798908941" "0.178059896954964" "-0.073532902814913" "-0.00115893610359009" "0.0255028531337152" "0.0696503162516862" "0.0143315297858576" "-0.0667273611104869" "0.0527021993930893" "0.0732429333089602" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD22" "0.221700291406611" "0.669304142147622" "0.0714549996542082" "0.020049591781244" "0.208296651501001" "0.19356152241891" "0.194434607568585" "0.162631076183166" "0.130875895046743" "0.345858773888513" "0.245931559192462" "0.379911805154068" "0.35443621421638" "0.254911658058687" "1" "0.469903312082589" "0.144484771871501" "-0.0516609815317818" "0.0591211386751393" "-0.0492789303741507" "0.0521393191107948" "0.155061309795813" "0.130605912409399" "-0.113988034870099" "-0.00118123775138996" "-0.0244481022771786" "0.0447120414921217" "-0.00265726930378459" "-0.0215661365761128" "0.0475791295415515" "0.0496020196731414" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"SD24" "0.198636882147152" "0.651208756062857" "0.09530687301173" "-0.0928659712220498" "0.174586954924115" "0.183723602431614" "0.147071169765372" "0.157161954943349" "0.135839693125139" "0.29426220268375" "0.247225493087588" "0.364475264130584" "0.388731939320213" "0.217865545462832" "0.469903312082589" "1" "0.171169373333104" "-0.0439968122887364" "0.0598335099837779" "-0.0326029001128625" "0.058750221112586" "0.211248469383927" "0.1363681231476" "-0.117483612561606" "-0.0925510934808542" "-0.0765764413121363" "-0.0339640363000364" "-0.0975325896260067" "-0.0996544008139189" "-0.0360074845938362" "-0.034279628698624" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP3" "0.291269872959418" "0.256618592441998" "0.650814988722706" "-0.149505343519161" "0.193186998741942" "0.21238400674362" "0.18027571062992" "0.287138268724115" "0.293372676434135" "0.212241621141635" "0.11022763066611" "0.192952523667063" "0.179511860177959" "0.159505662242229" "0.144484771871501" "0.171169373333104" "1" "0.158576938006913" "0.393098570110241" "0.190754947554774" "0.39717235562605" "0.502280661893574" "0.488950759261179" "0.115131637044075" "-0.151299006898307" "-0.0940605472269106" "-0.133686595657798" "-0.110115883640326" "-0.101691624019007" "-0.100036455064219" "-0.0596615274323949" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP7" "0.0241347309401872" "-0.0702223096859483" "0.569522893992378" "0.203830393087503" "-0.0315413663193245" "0.00916186968037441" "-5.59588087164725e-05" "0.0798585124667786" "0.0394672877499698" "0.0383027435724463" "-0.119457473575269" "-0.106963826218319" "-0.0139555917560549" "-0.0106975112812173" "-0.0516609815317818" "-0.0439968122887364" "0.158576938006913" "1" "0.342226945851329" "0.371782419835997" "0.36326304438449" "0.0822869344491118" "0.159313845837205" "0.51318099087011" "0.142200299570336" "0.168849397653661" "0.137560248845141" "0.158224175965928" "0.176136668733958" "0.124639898949151" "0.123289157789915" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0"
"UP11" "0.30164020880533" "0.152514220459236" "0.745485392572556" "-0.0220869211854526" "0.189298276418146" "0.231632619126718" "0.213691825210002" "0.321672465565957" "0.253178007333744" "0.140677706224949" "0.0602306036786785" "0.106553481196106" "0.126612654170402" "0.142755157091977" "0.0591211386751393" "0.0598335099837779" "0.393098570110241" "0.342226945851329" "1" "0.337193840445701" "0.583069697695891" "0.368992274025135" "0.463725312342755" "0.270145002386157" "-0.0314474694887516" "-0.0123860399548538" "-0.0526237138707339" "0.00441794562059596" "-0.0307294405571203" "-0.0100190114475598" "0.0240403979954653" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP15" "0.107853383227929" "-0.079070309824019" "0.557586810923514" "0.138645762910562" "0.0515453641789472" "0.0564668854419266" "0.0816672345118391" "0.107132454250704" "0.132610615308399" "0.000266822040463179" "-0.0974681257356433" "-0.0732783129642107" "-0.06087789536862" "-0.0404921610266936" "-0.0492789303741507" "-0.0326029001128625" "0.190754947554774" "0.371782419835997" "0.337193840445701" "1" "0.354140621062401" "0.124117498290763" "0.191061926383974" "0.350571766661918" "0.0851032395107813" "0.123465392989747" "0.0693955329808333" "0.127583049462779" "0.124701806572289" "0.091458226799647" "0.082322613471375" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP19" "0.268481515145129" "0.142741337642281" "0.746957456666247" "0.0714047239967117" "0.178210632020787" "0.214788557878496" "0.179905015616643" "0.30877552643251" "0.19669305372169" "0.117769721848135" "0.0819659912377126" "0.0911447306218648" "0.112717626002526" "0.134046132384721" "0.0521393191107948" "0.058750221112586" "0.39717235562605" "0.36326304438449" "0.583069697695891" "0.354140621062401" "1" "0.329341326418791" "0.44389025043696" "0.307635668957999" "0.0473695448137817" "0.0380496320348629" "0.0259664352804751" "0.0629909819031479" "0.0619531399599029" "0.054793409399181" "0.0652420615446198" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"UP20" "0.321277290430769" "0.27488154614531" "0.607007151634475" "-0.253824647053764" "0.210117885234387" "0.26026380982813" "0.220077198586497" "0.291040615131212" "0.306251175515973" "0.207378708487941" "0.122809451734973" "0.206672643025792" "0.194043081470414" "0.156400798908941" "0.155061309795813" "0.211248469383927" "0.502280661893574" "0.0822869344491118" "0.368992274025135" "0.124117498290763" "0.329341326418791" "1" "0.519601597842926" "0.0513951941938924" "-0.224616677899496" "-0.185328670069492" "-0.224726638307847" "-0.197756370439981" "-0.157888695250731" "-0.170940634081272" "-0.120138350848354" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0"
"UP25" "0.341955010137959" "0.244696269772823" "0.681791670458802" "-0.126102593984294" "0.230807750539873" "0.286239209486436" "0.22935796544567" "0.345692160872723" "0.280858331441433" "0.17518762915455" "0.11659385644942" "0.209705968863763" "0.16625839584525" "0.178059896954964" "0.130605912409399" "0.1363681231476" "0.488950759261179" "0.159313845837205" "0.463725312342755" "0.191061926383974" "0.44389025043696" "0.519601597842926" "1" "0.145195878002009" "-0.115479343949707" "-0.0983301774395345" "-0.144908462763266" "-0.0715087453716008" "-0.0910744888761484" "-0.0641017505717222" "-0.0507325706749362" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0"
"UP27" "-0.0929257826519024" "-0.166800586970449" "0.520471298040497" "0.1795328648633" "-0.1471493909935" "-0.0661971763842774" "-0.126129896018497" "0.0113567162732206" "-0.0418377438301292" "-0.04949594834649" "-0.142772251390383" "-0.180656151036646" "-0.0722388945917177" "-0.073532902814913" "-0.113988034870099" "-0.117483612561606" "0.115131637044075" "0.51318099087011" "0.270145002386157" "0.350571766661918" "0.307635668957999" "0.0513951941938924" "0.145195878002009" "1" "0.135257721731232" "0.139660839564037" "0.0929462854255834" "0.116565812201155" "0.201554357213009" "0.121053735680393" "0.0951306543498093" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0"
"FW4" "-0.0924803015076873" "-0.0753916010122165" "-0.0318963853367264" "0.770022452019403" "-0.0428806609469059" "-0.13100327894794" "-0.0270916960592606" "-0.0852780992153903" "-0.0891923526903026" "-0.0463222319275485" "0.00553689163542371" "-0.130294791131712" "-0.0833409068675515" "-0.00115893610359009" "-0.00118123775138996" "-0.0925510934808542" "-0.151299006898307" "0.142200299570336" "-0.0314474694887516" "0.0851032395107813" "0.0473695448137817" "-0.224616677899496" "-0.115479343949707" "0.135257721731232" "1" "0.42520723825837" "0.457118981587063" "0.482566960959028" "0.583703781374818" "0.493655282021665" "0.402859300625123" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "1" "0" "0"
"FW8" "-0.106166364612048" "-0.0737726182916452" "0.00612135742267227" "0.668700822216268" "-0.0826236990963977" "-0.135744265155086" "-0.0355522425067695" "-0.106283608539544" "-0.070572356653586" "-0.00328694224876402" "-0.0721013229297047" "-0.119494266884223" "-0.0628621580262831" "0.0255028531337152" "-0.0244481022771786" "-0.0765764413121363" "-0.0940605472269106" "0.168849397653661" "-0.0123860399548538" "0.123465392989747" "0.0380496320348629" "-0.185328670069492" "-0.0983301774395345" "0.139660839564037" "0.42520723825837" "1" "0.362272733404066" "0.551046172045368" "0.34021789904717" "0.499650739328928" "0.322556809386074" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0"
"FW12" "-0.0187792026789783" "0.0146587695014148" "-0.0542402381151836" "0.701904595653846" "0.0241834335144095" "-0.0862118866185966" "0.0642288687833251" "-0.083136797146495" "-0.00249807256621274" "-0.0182117574068724" "0.0569113798458158" "-0.077462035299541" "0.0202972625998167" "0.0696503162516862" "0.0447120414921217" "-0.0339640363000364" "-0.133686595657798" "0.137560248845141" "-0.0526237138707339" "0.0693955329808333" "0.0259664352804751" "-0.224726638307847" "-0.144908462763266" "0.0929462854255834" "0.457118981587063" "0.362272733404066" "1" "0.381894733263895" "0.406983059118566" "0.382957599359159" "0.507484882887" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "1"
"FW16" "-0.00997444041227088" "-0.0547405437967987" "0.00858288969554419" "0.750593001573452" "0.0183680815304772" "-0.057438480337499" "0.0367505868890063" "-0.0257935587367084" "-0.016446095590069" "0.0181384492379173" "-0.0342344959099255" "-0.0888882695307899" "-0.0595820050998116" "0.0143315297858576" "-0.00265726930378459" "-0.0975325896260067" "-0.110115883640326" "0.158224175965928" "0.00441794562059596" "0.127583049462779" "0.0629909819031479" "-0.197756370439981" "-0.0715087453716008" "0.116565812201155" "0.482566960959028" "0.551046172045368" "0.381894733263895" "1" "0.39095616836158" "0.630766282170489" "0.378281966370536" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "1" "0"
"FW21" "-0.129089218742124" "-0.139670364040336" "0.0258175652892358" "0.704042348074281" "-0.0897927669008586" "-0.140565946033093" "-0.0806487647679758" "-0.10735908598351" "-0.102058636254137" "-0.0994904866276808" "-0.055565790644852" "-0.180824835875328" "-0.113478456469742" "-0.0667273611104869" "-0.0215661365761128" "-0.0996544008139189" "-0.101691624019007" "0.176136668733958" "-0.0307294405571203" "0.124701806572289" "0.0619531399599029" "-0.157888695250731" "-0.0910744888761484" "0.201554357213009" "0.583703781374818" "0.34021789904717" "0.406983059118566" "0.39095616836158" "1" "0.407718115631413" "0.345635155789379" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "1" "0" "0"
"FW23" "-0.00642261165461787" "0.00808336949507217" "0.00126448483892534" "0.756967349183027" "0.0290818560225264" "-0.0317723454833831" "0.0230382957324574" "-0.0175352399167803" "-0.0306689080211374" "0.0166285493382077" "0.0279949263183139" "-0.0496277558732034" "-0.0271957031374778" "0.0527021993930893" "0.0475791295415515" "-0.0360074845938362" "-0.100036455064219" "0.124639898949151" "-0.0100190114475598" "0.091458226799647" "0.054793409399181" "-0.170940634081272" "-0.0641017505717222" "0.121053735680393" "0.493655282021665" "0.499650739328928" "0.382957599359159" "0.630766282170489" "0.407718115631413" "1" "0.393837806956986" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0"
"FW26" "0.0119933773492779" "0.0117825149591281" "0.0253643328267004" "0.673286696740706" "0.0549067542158262" "-0.0427320893165615" "0.0583757562394981" "-0.0398571024676563" "0.0117734537318026" "-0.0232091024834413" "0.0556843013910495" "-0.0841521434807775" "0.0115404152821294" "0.0732429333089602" "0.0496020196731414" "-0.034279628698624" "-0.0596615274323949" "0.123289157789915" "0.0240403979954653" "0.082322613471375" "0.0652420615446198" "-0.120138350848354" "-0.0507325706749362" "0.0951306543498093" "0.402859300625123" "0.322556809386074" "0.507484882887" "0.378281966370536" "0.345635155789379" "0.393837806956986" "1" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "1"
